filename	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
KDM1A_L1HS-flat80-peaklist.text	5562	5510	5581	71	3.81662023729	3.23456455009	3.20571606861	2.1270495899	4.94066569551
KDM1A_L1HS-flat80-peaklist.text	5679	5649	5719	70	7.24597840948	6.66392272228	5.90969513755	3.08919624003	11.7796926071
KDM1A_L1HS-flat80-peaklist.text	5815	5765	5856	91	4.8490339471	4.26697825989	4.07584642511	1.90583478658	6.27723113349
KDM6A_L1HS-flat80-peaklist.text	242	178	343	165	2.26277827886	2.07620043573	1.65209663906	0.651505342778	4.20417944551
KDM6A_L1HS-flat80-peaklist.text	416	375	436	61	1.92249432361	1.73591648047	1.59982905746	1.07098543706	2.37648134135
KDM6A_L1HS-flat80-peaklist.text	5688	5658	5716	58	1.87580112855	1.68922328541	1.54916519521	0.781155847487	3.11294686362
MAFK_L1HS-flat80-peaklist.text	420	347	512	165	1.668182848	1.51340378782	1.25684080198	0.327629382335	2.75708308767
MYC_L1HS-flat80-peaklist.text	434	366	514	148	2.43924123577	2.26521107135	1.64322322528	0.324997454195	4.11481136121
NANOG_L1HS-flat80-peaklist.text	402	345	495	150	13.9776717798	13.4727921193	9.55499483067	3.03955813449	8.6066324796
NANOG_L1HS-flat80-peaklist.text	606	535	670	135	10.0497924725	9.54491281203	6.64194552232	2.8170670198	5.17937179099
PHF8_L1HS-flat80-peaklist.text	62	30	105	75	3.05967313554	2.87009603258	2.3853013289	0.986080377425	3.19174608292
PHF8_L1HS-flat80-peaklist.text	268	180	331	151	5.13086762677	4.94129052381	4.36108366736	2.88420277944	2.82167067537
PHF8_L1HS-flat80-peaklist.text	402	335	432	97	4.76965476357	4.58007766061	4.31194635209	2.12326034155	2.50055231731
POLR2A_L1HS-flat80-peaklist.text	104	26	190	164	6.95270340446	6.51602331809	5.77330895776	2.50454158418	2.33017365127
POLR2A_L1HS-flat80-peaklist.text	366	314	441	127	19.9496476647	19.5129675783	15.5967265955	4.92352635587	10.9592690175
POLR2A_L1HS-flat80-peaklist.text	621	598	639	41	6.54837495449	6.11169486812	5.8210670321	3.3469710582	2.22535835333
POLR2A_L1HS-flat80-peaklist.text	5632	5567	5661	94	1.50407889775	1.06739881138	0.51332952317	-0.734359670915	1.64712668703
RAD21_L1HS-flat80-peaklist.text	218	171	284	113	1.44681819298	1.25029398977	1.12469391892	0.57412354366	1.57200185819
RAD21_L1HS-flat80-peaklist.text	562	371	665	294	5.02034688389	4.82382268067	3.87855347864	1.32786894565	6.51748584621
RAD21_L1HS-flat80-peaklist.text	773	744	812	68	1.59186437201	1.39534016879	1.389202901	0.868544349325	1.37214522729
REST_L1HS-flat80-peaklist.text	401	321	511	190	2.47569444444	2.21709848485	1.42332817706	0.0771464646465	3.29837949968
RXRA_L1HS-flat80-peaklist.text	457	359	496	137	4.07985837381	3.47130851606	2.94713845829	1.26194318374	2.79244044204
SIN3A_L1HS-flat80-peaklist.text	478	379	516	137	1.69792530932	1.60625053329	1.33017188126	0.743636406834	2.22474703362
SIN3A_L1HS-flat80-peaklist.text	608	529	682	153	2.28166715757	2.18999238153	1.64838653218	0.527557661427	4.17624599137
SP1_L1HS-flat80-peaklist.text	459	300	636	336	8.28702085909	7.95646159977	5.12876599974	0.313114199681	11.586920561
TAF1_L1HS-flat80-peaklist.text	415	174	517	343	14.9116817211	14.5677335859	9.36832483065	1.46797906954	18.8108914868
TAF7_L1HS-flat80-peaklist.text	416	352	493	141	1.66440305729	1.41253428432	1.14976203246	0.264620719796	1.83514702817
TBP_L1HS-flat80-peaklist.text	273	179	291	112	2.17113056697	2.0628766198	1.94005033604	1.17962836595	1.59078653053
TBP_L1HS-flat80-peaklist.text	423	362	500	138	4.15909655725	4.05084261009	3.44784794019	1.87481338706	3.96452084079
TBP_L1HS-flat80-peaklist.text	600	541	662	121	2.90717296169	2.79891901453	2.24875647743	0.821116366828	4.32007265237
TCF12_L1HS-flat80-peaklist.text	400	284	647	363	4.12831606169	3.74671052121	2.36272261379	0.214013171061	5.53524485453
USF1_L1HS-flat80-peaklist.text	5838	5696	5881	185	1.81514554775	1.51619036861	1.07195014174	-0.0691380231421	2.63350984283
YY1_L1HS-flat80-peaklist.text	38	13	146	133	21.1758063011	20.6234413145	13.3059524347	4.86891293744	21.7095815188
YY1_L1HS-flat80-peaklist.text	450	327	515	188	33.9225529349	33.3701879483	21.2764996773	3.97591456988	41.115806094
ZNF143_L1HS-flat80-peaklist.text	217	95	318	223	1.44033992253	1.21284639378	1.0500456286	0.383939971182	2.0975740031
ZNF143_L1HS-flat80-peaklist.text	466	371	525	154	2.48228259911	2.25478907036	2.0562494911	1.08537891761	2.26460316472
ZNF143_L1HS-flat80-peaklist.text	599	550	679	129	2.03144448517	1.80395095642	1.56587583868	0.681832351875	2.99478872278
ZNF143_L1HS-flat80-peaklist.text	5211	5169	5281	112	6.95684220129	6.72934867254	3.95836342736	-0.212429816373	14.7710075538
